==3100== Memcheck, a memory error detector
Current Savings Balance for 8255171551994747: 2940223.14
Current Savings Balance for 8028716243309826: 1752576.38
Current Savings Balance for 4659001911688512: 982323.19
Current Savings Balance for 0793710490620664: 4365111.32
Current Savings Balance for 6847226299857821: 1063074.32
Current Savings Balance for 4659001911688512: 982119.10
Current Savings Balance for 6847226299857821: 1065198.04
Current Savings Balance for 8028716243309826: 1753239.49
Current Savings Balance for 6847226299857821: 1065837.61
Current Savings Balance for 2076962079974167: 3777634.61
Current Savings Balance for 7966380955913694: 2634043.68
Current Savings Balance for 3491588839892013: 3596384.79
Current Savings Balance for 9980216556183046: 2296592.87
Current Savings Balance for 8255171551994747: 2941514.62
Current Savings Balance for 7966380955913694: 2633199.35
Current Savings Balance for 3491588839892013: 3598738.21
Current Savings Balance for 1093278990669429: 1439070.70
Current Savings Balance for 8028716243309826: 1757895.64
Current Savings Balance for 4659001911688512: 980335.39
Current Savings Balance for 2076962079974167: 3767391.54
Current Savings Balance for 2076962079974167: 3767391.54
Current Savings Balance for 7966380955913694: 2630837.71
Current Savings Balance for 6847226299857821: 1066107.35
Current Savings Balance for 9980216556183046: 2299898.71
Current Savings Balance for 7966380955913694: 2630837.71
Current Savings Balance for 9980216556183046: 2299661.10
Current Savings Balance for 0793710490620664: 4359445.44
Current Savings Balance for 2076962079974167: 3768728.21
Current Savings Balance for 1093278990669429: 1437501.43
Current Savings Balance for 6847226299857821: 1065785.83
Current Savings Balance for 3491588839892013: 3608732.69
Current Savings Balance for 0793710490620664: 4359977.19
Current Savings Balance for 9980216556183046: 2303355.53
Current Savings Balance for 8028716243309826: 1757002.32
Current Savings Balance for 6847226299857821: 1063045.51
Current Savings Balance for 1093278990669429: 1436500.66
Current Savings Balance for 3491588839892013: 3611726.89
Current Savings Balance for 0793710490620664: 4362575.24
Current Savings Balance for 3491588839892013: 3611726.89
Current Savings Balance for 0793710490620664: 4362575.24
Current Savings Balance for 2076962079974167: 3770699.23
Current Savings Balance for 9980216556183046: 2303175.68
Current Savings Balance for 2076962079974167: 3770699.23
Current Savings Balance for 8028716243309826: 1755357.00
Current Savings Balance for 7966380955913694: 2623413.80
Current Savings Balance for 7966380955913694: 2623194.34
Current Savings Balance for 8255171551994747: 2936060.17
Current Savings Balance for 6847226299857821: 1073843.40
Current Savings Balance for 8028716243309826: 1755357.00
Current Savings Balance for 2076962079974167: 3770832.29
Current Savings Balance for 3491588839892013: 3612198.98
Current Savings Balance for 4659001911688512: 984784.44
Current Savings Balance for 2076962079974167: 3771302.42
Current Savings Balance for 3491588839892013: 3612198.98
Current Savings Balance for 0793710490620664: 4365388.47
Current Savings Balance for 1093278990669429: 1434162.78
Current Savings Balance for 1093278990669429: 1436371.79
Current Savings Balance for 8028716243309826: 1756072.97
Current Savings Balance for 4659001911688512: 979813.19
Current Savings Balance for 4659001911688512: 979813.19
Current Savings Balance for 2076962079974167: 3774048.50
Current Savings Balance for 3491588839892013: 3611189.16
Current Savings Balance for 1093278990669429: 1428915.35
Current Savings Balance for 8028716243309826: 1754335.49
Current Savings Balance for 2076962079974167: 3779187.18
Current Savings Balance for 3491588839892013: 3603060.84
Current Savings Balance for 8255171551994747: 2934774.84
Current Savings Balance for 7966380955913694: 2626698.70
Current Savings Balance for 6847226299857821: 1082073.71
Current Savings Balance for 4659001911688512: 982956.00
Current Savings Balance for 2076962079974167: 3775306.58
Current Savings Balance for 7966380955913694: 2626371.01
Current Savings Balance for 9980216556183046: 2308066.13
Current Savings Balance for 8255171551994747: 2933040.01
Current Savings Balance for 6847226299857821: 1079945.23
Current Savings Balance for 4659001911688512: 984391.59
Current Savings Balance for 6847226299857821: 1079945.23
Current Savings Balance for 8028716243309826: 1753072.18
Current Savings Balance for 2076962079974167: 3779960.31
Current Savings Balance for 9980216556183046: 2315021.49
Current Savings Balance for 8255171551994747: 2928380.36
Current Savings Balance for 4659001911688512: 984852.36
Current Savings Balance for 0793710490620664: 4363054.69
Current Savings Balance for 8028716243309826: 1753580.67
Current Savings Balance for 7966380955913694: 2634778.19
Current Savings Balance for 2076962079974167: 3778304.08
Current Savings Balance for 6847226299857821: 1088303.26
Current Savings Balance for 7966380955913694: 2628078.92
Current Savings Balance for 8255171551994747: 2925259.81
Current Savings Balance for 8028716243309826: 1757432.33
Current Savings Balance for 2076962079974167: 3775313.93
Current Savings Balance for 0793710490620664: 4363745.33
Current Savings Balance for 6847226299857821: 1087678.23
Current Savings Balance for 6847226299857821: 1087678.23
Current Savings Balance for 3491588839892013: 3597589.90
Current Savings Balance for 8255171551994747: 2926319.57
Current Savings Balance for 8255171551994747: 2923262.17
Current Savings Balance for 0793710490620664: 4356596.03
Current Savings Balance for 2076962079974167: 3777214.03
Current Savings Balance for 4659001911688512: 999314.40
Current Savings Balance for 6847226299857821: 1092222.14
Current Savings Balance for 2076962079974167: 3777865.46
Current Savings Balance for 7966380955913694: 2627647.91
Current Savings Balance for 4659001911688512: 993698.88
Current Savings Balance for 3491588839892013: 3595381.72
Current Savings Balance for 3491588839892013: 3594076.81
Current Savings Balance for 3491588839892013: 3595515.42
Current Savings Balance for 8255171551994747: 2936619.77
Current Savings Balance for 0793710490620664: 4350599.80
Current Savings Balance for 8028716243309826: 1759545.75
Current Savings Balance for 2076962079974167: 3773051.01
Current Savings Balance for 4659001911688512: 991851.29
Current Savings Balance for 8028716243309826: 1759545.75
Current Savings Balance for 2076962079974167: 3770182.48
Current Savings Balance for 4659001911688512: 991625.11
Current Savings Balance for 2076962079974167: 3767861.36
Current Savings Balance for 8255171551994747: 2934277.79
Current Savings Balance for 3491588839892013: 3603079.56
Current Savings Balance for 2076962079974167: 3771558.57
Current Savings Balance for 0793710490620664: 4338545.24
Current Savings Balance for 2076962079974167: 3771276.25
Current Savings Balance for 3491588839892013: 3605017.82
Current Savings Balance for 6847226299857821: 1098589.23
Current Savings Balance for 7966380955913694: 2624836.09
Current Savings Balance for 4659001911688512: 987729.25
Current Savings Balance for 8028716243309826: 1760468.03
Current Savings Balance for 8028716243309826: 1760468.03
Current Savings Balance for 7966380955913694: 2623562.19
Current Savings Balance for 9980216556183046: 2310613.89
Current Savings Balance for 2076962079974167: 3767296.70
Current Savings Balance for 6847226299857821: 1102492.66
Current Savings Balance for 4659001911688512: 985619.18
Current Savings Balance for 8028716243309826: 1765452.91
Current Savings Balance for 4659001911688512: 987072.49
Current Savings Balance for 3491588839892013: 3604000.54
Current Savings Balance for 2076962079974167: 3770593.32
Current Savings Balance for 8255171551994747: 2925485.35
Current Savings Balance for 0793710490620664: 4332968.70
Current Savings Balance for 4659001911688512: 984244.35
Current Savings Balance for 1093278990669429: 1450961.16
Current Savings Balance for 2076962079974167: 3774413.82
Current Savings Balance for 0793710490620664: 4339366.69
Current Savings Balance for 2076962079974167: 3775275.11
Current Savings Balance for 6847226299857821: 1098185.45
Current Savings Balance for 4659001911688512: 984784.48
Current Savings Balance for 9980216556183046: 2313630.91
Current Savings Balance for 8255171551994747: 2928102.53
Current Savings Balance for 2076962079974167: 3772343.77
Current Savings Balance for 6847226299857821: 1097202.18
Current Savings Balance for 2076962079974167: 3770323.15
Current Savings Balance for 6847226299857821: 1098411.48
Current Savings Balance for 8028716243309826: 1766822.51
Current Savings Balance for 2076962079974167: 3772420.14
Current Savings Balance for 2076962079974167: 3774667.05
Current Savings Balance for 3491588839892013: 3597587.55
Current Savings Balance for 8255171551994747: 2920583.19
Current Savings Balance for 3491588839892013: 3595142.48
Current Savings Balance for 2076962079974167: 3774138.86
Current Savings Balance for 8255171551994747: 2917412.34
Current Savings Balance for 3491588839892013: 3593152.65
Current Savings Balance for 8028716243309826: 1765337.18
Current Savings Balance for 3491588839892013: 3590155.80
Current Savings Balance for 4659001911688512: 990374.25
Current Savings Balance for 9980216556183046: 2320387.48
Current Savings Balance for 2076962079974167: 3771343.53
Current Savings Balance for 0793710490620664: 4338892.21
Current Savings Balance for 4659001911688512: 988078.06
Current Savings Balance for 2076962079974167: 3764693.30
Current Savings Balance for 8255171551994747: 2916292.08
Current Savings Balance for 8255171551994747: 2916292.08
Current Savings Balance for 8028716243309826: 1767053.19
Current Savings Balance for 9980216556183046: 2312138.24
Current Savings Balance for 0793710490620664: 4340879.66
Current Savings Balance for 6847226299857821: 1103868.94
Current Savings Balance for 6847226299857821: 1105495.28
Current Savings Balance for 8028716243309826: 1769099.50
Current Savings Balance for 8255171551994747: 2913541.71
Current Savings Balance for 4659001911688512: 987250.46
Current Savings Balance for 8255171551994747: 2908209.64
Current Savings Balance for 7966380955913694: 2640462.98
Current Savings Balance for 6847226299857821: 1107024.99
Current Savings Balance for 7966380955913694: 2638733.56
Current Savings Balance for 7966380955913694: 2638733.56
Current Savings Balance for 8028716243309826: 1773538.63
Current Savings Balance for 8028716243309826: 1773538.63
Current Savings Balance for 6847226299857821: 1107504.35
Current Savings Balance for 7966380955913694: 2636976.55
Current Savings Balance for 6847226299857821: 1107504.35
Current Savings Balance for 9980216556183046: 2305403.81
Current Savings Balance for 8028716243309826: 1772600.72
Current Savings Balance for 8028716243309826: 1772600.72
Current Savings Balance for 8255171551994747: 2913155.41
Current Savings Balance for 8028716243309826: 1773953.40
Current Savings Balance for 3491588839892013: 3587803.48
Current Savings Balance for 3491588839892013: 3585144.74
Current Savings Balance for 2076962079974167: 3766436.43
Current Savings Balance for 8028716243309826: 1773447.70
Current Savings Balance for 8255171551994747: 2908866.62
Current Savings Balance for 1093278990669429: 1445681.16
Current Savings Balance for 8255171551994747: 2907213.88
Current Savings Balance for 9980216556183046: 2304912.70
Current Savings Balance for 1093278990669429: 1445945.20
Current Savings Balance for 1093278990669429: 1445945.20
Current Savings Balance for 6847226299857821: 1112206.87
Current Savings Balance for 3491588839892013: 3590255.25
Current Savings Balance for 7966380955913694: 2626848.54
Current Savings Balance for 9980216556183046: 2303415.86
Current Savings Balance for 7966380955913694: 2625084.66
Current Savings Balance for 8028716243309826: 1768468.41
Current Savings Balance for 7966380955913694: 2625084.66
Current Savings Balance for 8028716243309826: 1768468.41
Current Savings Balance for 8028716243309826: 1768468.41
Current Savings Balance for 6847226299857821: 1110434.36
Current Savings Balance for 6847226299857821: 1111930.74
Current Savings Balance for 8255171551994747: 2905675.98
Current Savings Balance for 7966380955913694: 2625032.54
Current Savings Balance for 7966380955913694: 2625032.54
Current Savings Balance for 4659001911688512: 993184.85
Current Savings Balance for 8028716243309826: 1768877.55
Current Savings Balance for 3491588839892013: 3590333.10
Current Savings Balance for 0793710490620664: 4336810.48
Current Savings Balance for 1093278990669429: 1446510.11
Current Savings Balance for 4659001911688512: 991193.82
Current Savings Balance for 3491588839892013: 3591580.14
Current Savings Balance for 9980216556183046: 2310617.59
Current Savings Balance for 6847226299857821: 1115141.23
Current Savings Balance for 8255171551994747: 2906916.67
Current Savings Balance for 8255171551994747: 2906916.67
Current Savings Balance for 3491588839892013: 3587753.71
Current Savings Balance for 0793710490620664: 4333909.97
Current Savings Balance for 6847226299857821: 1118834.06
Current Savings Balance for 4659001911688512: 991345.51
Current Savings Balance for 8255171551994747: 2908817.64
Current Savings Balance for 1093278990669429: 1446272.92
Current Savings Balance for 8255171551994747: 2909689.54
Current Savings Balance for 1093278990669429: 1446364.48
Current Savings Balance for 0793710490620664: 4330714.16
Current Savings Balance for 2076962079974167: 3762919.32
Current Savings Balance for 0793710490620664: 4328565.28
Current Savings Balance for 3491588839892013: 3580747.87
Current Savings Balance for 0793710490620664: 4332186.89
Current Savings Balance for 0793710490620664: 4332186.89
Current Savings Balance for 6847226299857821: 1127397.29
Current Savings Balance for 9980216556183046: 2302839.32
Current Savings Balance for 8028716243309826: 1766803.47
Current Savings Balance for 8028716243309826: 1766803.47
Current Savings Balance for 8028716243309826: 1766803.47
Current Savings Balance for 8028716243309826: 1766803.47
Current Savings Balance for 9980216556183046: 2303846.42
Current Savings Balance for 1093278990669429: 1446430.73
Current Savings Balance for 8028716243309826: 1766803.47
Current Savings Balance for 3491588839892013: 3579193.68
Current Savings Balance for 9980216556183046: 2300714.87
Current Savings Balance for 0793710490620664: 4332900.05
Current Savings Balance for 0793710490620664: 4334280.47
Current Savings Balance for 2076962079974167: 3760713.41
Current Savings Balance for 8255171551994747: 2904249.87
Current Savings Balance for 3491588839892013: 3576932.59
Current Savings Balance for 1093278990669429: 1449145.19
Current Savings Balance for 9980216556183046: 2301022.98
Current Savings Balance for 4659001911688512: 1000341.18
Current Savings Balance for 2076962079974167: 3767936.06
Current Savings Balance for 9980216556183046: 2300707.88
Current Savings Balance for 2076962079974167: 3767936.06
Current Savings Balance for 1093278990669429: 1448313.88
Current Savings Balance for 4659001911688512: 1003698.05
Current Savings Balance for 6847226299857821: 1127310.33
Current Savings Balance for 8255171551994747: 2903557.07
Current Savings Balance for 8028716243309826: 1765921.34
Current Savings Balance for 3491588839892013: 3575637.90
Current Savings Balance for 3491588839892013: 3575637.90
Current Savings Balance for 8028716243309826: 1764579.81
Current Savings Balance for 0793710490620664: 4332385.08
Current Savings Balance for 8255171551994747: 2899675.64
Current Savings Balance for 6847226299857821: 1126299.23
Current Savings Balance for 6847226299857821: 1127443.24
Current Savings Balance for 2076962079974167: 3764612.69
Current Savings Balance for 2076962079974167: 3765241.88
Current Savings Balance for 3491588839892013: 3580844.30
Current Savings Balance for 4659001911688512: 1004120.61
Current Savings Balance for 6847226299857821: 1128013.10
Current Savings Balance for 4659001911688512: 1007182.98
Current Savings Balance for 3491588839892013: 3582717.97
Current Savings Balance for 7966380955913694: 2628568.81
Current Savings Balance for 3491588839892013: 3580820.87
Current Savings Balance for 8255171551994747: 2893593.68
Current Savings Balance for 7966380955913694: 2631699.97
Current Savings Balance for 2076962079974167: 3759610.25
Current Savings Balance for 4659001911688512: 1008051.91
Current Savings Balance for 8255171551994747: 2889375.40
Current Savings Balance for 2076962079974167: 3758022.32
Current Savings Balance for 8028716243309826: 1763302.73
Current Savings Balance for 6847226299857821: 1129616.07
Current Savings Balance for 0793710490620664: 4325331.24
Current Savings Balance for 8255171551994747: 2885505.95
Current Savings Balance for 8255171551994747: 2886867.04
Current Savings Balance for 8028716243309826: 1765099.06
Current Savings Balance for 9980216556183046: 2291779.37
Current Savings Balance for 8028716243309826: 1766001.06
Current Savings Balance for 0793710490620664: 4329600.35
Current Savings Balance for 7966380955913694: 2628620.22
Current Savings Balance for 4659001911688512: 1005071.72
Current Savings Balance for 1093278990669429: 1461070.31
Current Savings Balance for 1093278990669429: 1461070.31
Current Savings Balance for 7966380955913694: 2632348.09
Current Savings Balance for 6847226299857821: 1132763.09
Current Savings Balance for 7966380955913694: 2632348.09
Current Savings Balance for 4659001911688512: 1006733.73
Current Savings Balance for 6847226299857821: 1135102.64
Current Savings Balance for 3491588839892013: 3581115.24
Current Savings Balance for 8255171551994747: 2887334.74
Current Savings Balance for 8255171551994747: 2887883.96
Current Savings Balance for 8255171551994747: 2887883.96
Current Savings Balance for 9980216556183046: 2293112.14
Current Savings Balance for 4659001911688512: 1007687.20
Current Savings Balance for 3491588839892013: 3581220.49
Current Savings Balance for 8255171551994747: 2890656.65
Current Savings Balance for 6847226299857821: 1133278.25
Current Savings Balance for 4659001911688512: 1007059.95
Current Savings Balance for 6847226299857821: 1133278.25
Current Savings Balance for 4659001911688512: 1002623.04
Current Savings Balance for 9980216556183046: 2298351.56
Current Savings Balance for 1093278990669429: 1467171.87
Current Savings Balance for 8255171551994747: 2886037.93
Current Savings Balance for 8255171551994747: 2886037.93
Current Savings Balance for 9980216556183046: 2300230.36
Current Savings Balance for 8255171551994747: 2886517.78
Current Savings Balance for 4659001911688512: 1005182.54
Current Savings Balance for 6847226299857821: 1131869.89
Current Savings Balance for 9980216556183046: 2302980.25
Current Savings Balance for 8028716243309826: 1766318.70
Current Savings Balance for 6847226299857821: 1128323.33
Current Savings Balance for 8255171551994747: 2886280.40
Current Savings Balance for 7966380955913694: 2631444.93
Current Savings Balance for 4659001911688512: 1003156.99
Current Savings Balance for 9980216556183046: 2310407.40
Current Savings Balance for 7966380955913694: 2627584.99
Current Savings Balance for 6847226299857821: 1125795.16
Current Savings Balance for 4659001911688512: 1005326.92
Current Savings Balance for 8028716243309826: 1765772.52
Current Savings Balance for 3491588839892013: 3586153.19
Current Savings Balance for 6847226299857821: 1125795.16
Current Savings Balance for 8028716243309826: 1765772.52
Current Savings Balance for 9980216556183046: 2307395.97
Current Savings Balance for 8028716243309826: 1765102.70
Current Savings Balance for 1093278990669429: 1473607.49
Current Savings Balance for 1093278990669429: 1476788.15
Current Savings Balance for 8255171551994747: 2884963.30
Current Savings Balance for 7966380955913694: 2624178.74
Current Savings Balance for 6847226299857821: 1131576.28
Current Savings Balance for 0793710490620664: 4342068.10
Current Savings Balance for 9980216556183046: 2307961.63
Current Savings Balance for 1093278990669429: 1483132.56
Current Savings Balance for 1093278990669429: 1483976.09
Current Savings Balance for 0793710490620664: 4341450.15
Current Savings Balance for 6847226299857821: 1134215.39
Current Savings Balance for 8255171551994747: 2879230.59
Current Savings Balance for 0793710490620664: 4340512.92
Current Savings Balance for 0793710490620664: 4339234.58
Current Savings Balance for 0793710490620664: 4339784.84
Current Savings Balance for 7966380955913694: 2617380.01
Current Savings Balance for 3491588839892013: 3588268.85
Current Savings Balance for 4659001911688512: 1006752.14
Current Savings Balance for 7966380955913694: 2615160.02
Current Savings Balance for 3491588839892013: 3581728.28
Current Savings Balance for 9980216556183046: 2308847.03
Current Savings Balance for 1093278990669429: 1487069.83
Current Savings Balance for 2076962079974167: 3752740.48
Current Savings Balance for 7966380955913694: 2619957.52
Current Savings Balance for 8028716243309826: 1769065.20
Current Savings Balance for 7966380955913694: 2618551.31
Current Savings Balance for 7966380955913694: 2616830.03
Current Savings Balance for 4659001911688512: 993571.36
Current Savings Balance for 1093278990669429: 1488488.30
Current Savings Balance for 4659001911688512: 992264.41
Current Savings Balance for 6847226299857821: 1126714.81
Current Savings Balance for 4659001911688512: 1001994.24
Current Savings Balance for 4659001911688512: 1001994.24
Current Savings Balance for 6847226299857821: 1127686.10
Current Savings Balance for 0793710490620664: 4328302.73
Current Savings Balance for 1093278990669429: 1489133.61
Current Savings Balance for 3491588839892013: 3594878.65
Current Savings Balance for 9980216556183046: 2311042.56
Current Savings Balance for 8255171551994747: 2893483.93
Current Savings Balance for 3491588839892013: 3597772.55
Current Savings Balance for 2076962079974167: 3740193.48
Current Savings Balance for 0793710490620664: 4321804.06
Current Savings Balance for 8255171551994747: 2891757.44
Current Savings Balance for 0793710490620664: 4321579.15
Current Savings Balance for 4659001911688512: 1003226.54
Current Savings Balance for 9980216556183046: 2305999.14
Current Savings Balance for 6847226299857821: 1135155.80
Current Savings Balance for 1093278990669429: 1490005.96
Current Savings Balance for 2076962079974167: 3745501.96
Current Savings Balance for 6847226299857821: 1131006.06
Current Savings Balance for 0793710490620664: 4313526.55
Current Savings Balance for 0793710490620664: 4313526.55
Current Savings Balance for 8028716243309826: 1763814.65
Current Savings Balance for 7966380955913694: 2608920.13
Current Savings Balance for 3491588839892013: 3596050.78
Current Savings Balance for 7966380955913694: 2608290.34
Current Savings Balance for 6847226299857821: 1128003.81
Current Savings Balance for 0793710490620664: 4312876.30
Current Savings Balance for 1093278990669429: 1488643.12
Current Savings Balance for 9980216556183046: 2307757.50
Current Savings Balance for 3491588839892013: 3598002.76
Current Savings Balance for 0793710490620664: 4310642.94
Current Savings Balance for 1093278990669429: 1488977.23
Current Savings Balance for 3491588839892013: 3598517.04
Current Savings Balance for 4659001911688512: 1003875.70
Current Savings Balance for 2076962079974167: 3757272.95
Current Savings Balance for 8028716243309826: 1764236.72
Current Savings Balance for 0793710490620664: 4305336.63
Current Savings Balance for 9980216556183046: 2309775.68
Current Savings Balance for 9980216556183046: 2308139.39
Current Savings Balance for 1093278990669429: 1490030.49
Current Savings Balance for 0793710490620664: 4307236.25
Current Savings Balance for 3491588839892013: 3601402.62
Current Savings Balance for 3491588839892013: 3601689.98
Current Savings Balance for 7966380955913694: 2609955.56
Current Savings Balance for 8255171551994747: 2905421.00
Current Savings Balance for 1093278990669429: 1488944.49
Current Savings Balance for 0793710490620664: 4306932.43
Current Savings Balance for 3491588839892013: 3603758.46
Current Savings Balance for 7966380955913694: 2608108.98
Current Savings Balance for 6847226299857821: 1132543.07
Current Savings Balance for 2076962079974167: 3762172.04
Current Savings Balance for 3491588839892013: 3603638.71
Current Savings Balance for 0793710490620664: 4309212.99
Current Savings Balance for 1093278990669429: 1492741.59
Current Savings Balance for 9980216556183046: 2310353.73
Current Savings Balance for 9980216556183046: 2310353.73
Current Savings Balance for 8255171551994747: 2910331.94
Current Savings Balance for 1093278990669429: 1492741.59
Current Savings Balance for 8028716243309826: 1766243.73
Current Savings Balance for 8028716243309826: 1766243.73
Current Savings Balance for 6847226299857821: 1132131.35
Current Savings Balance for 7966380955913694: 2610536.70
Current Savings Balance for 3491588839892013: 3604480.40
Current Savings Balance for 4659001911688512: 999066.40
Current Savings Balance for 6847226299857821: 1132874.10
Current Savings Balance for 1093278990669429: 1494769.85
Current Savings Balance for 3491588839892013: 3604480.40
Current Savings Balance for 6847226299857821: 1132539.53
Current Savings Balance for 6847226299857821: 1134253.39
Current Savings Balance for 8255171551994747: 2911140.34
Current Savings Balance for 3491588839892013: 3601597.23
Current Savings Balance for 2076962079974167: 3763358.96
Current Savings Balance for 1093278990669429: 1492240.58
Current Savings Balance for 6847226299857821: 1133714.63
Current Savings Balance for 4659001911688512: 1000006.16
Current Savings Balance for 9980216556183046: 2307588.15
Current Savings Balance for 0793710490620664: 4306523.58
Current Savings Balance for 8255171551994747: 2911806.71
Current Savings Balance for 8028716243309826: 1767237.69
Current Savings Balance for 7966380955913694: 2605704.53
Current Savings Balance for 8255171551994747: 2913994.98
Current Savings Balance for 9980216556183046: 2304695.08
Current Savings Balance for 7966380955913694: 2604633.58
Current Savings Balance for 9980216556183046: 2303572.88
Current Savings Balance for 8255171551994747: 2912630.26
Current Savings Balance for 1093278990669429: 1494702.01
Current Savings Balance for 7966380955913694: 2603439.25
Current Savings Balance for 2076962079974167: 3770937.87
Current Savings Balance for 0793710490620664: 4305146.32
Current Savings Balance for 9980216556183046: 2301743.84
Current Savings Balance for 4659001911688512: 1011635.69
Current Savings Balance for 7966380955913694: 2607959.30
Current Savings Balance for 1093278990669429: 1486571.28
Current Savings Balance for 4659001911688512: 1009790.59
Current Savings Balance for 8255171551994747: 2910151.53
Current Savings Balance for 0793710490620664: 4313450.30
Current Savings Balance for 0793710490620664: 4311218.72
Current Savings Balance for 0793710490620664: 4312626.64
Current Savings Balance for 3491588839892013: 3595396.56
Current Savings Balance for 1093278990669429: 1489243.61
Current Savings Balance for 3491588839892013: 3591764.36
Current Savings Balance for 1093278990669429: 1489123.96
Current Savings Balance for 4659001911688512: 1001940.66
Current Savings Balance for 0793710490620664: 4315693.98
Current Savings Balance for 8255171551994747: 2911734.42
Current Savings Balance for 8255171551994747: 2910933.99
Current Savings Balance for 2076962079974167: 3779257.86
Current Savings Balance for 9980216556183046: 2296359.13
Current Savings Balance for 9980216556183046: 2295541.93
Current Savings Balance for 7966380955913694: 2601881.91
Current Savings Balance for 9980216556183046: 2297464.30
Current Savings Balance for 1093278990669429: 1486123.23
Current Savings Balance for 2076962079974167: 3783276.15
Current Savings Balance for 4659001911688512: 1007603.29
Current Savings Balance for 4659001911688512: 1009200.92
Current Savings Balance for 9980216556183046: 2294669.60
Current Savings Balance for 6847226299857821: 1138814.16
Current Savings Balance for 9980216556183046: 2296626.65
Current Savings Balance for 1093278990669429: 1483150.31
Current Savings Balance for 3491588839892013: 3582667.95
Current Savings Balance for 8255171551994747: 2911209.98
Current Savings Balance for 6847226299857821: 1147106.94
Current Savings Balance for 1093278990669429: 1485791.68
Current Savings Balance for 2076962079974167: 3785345.40
Current Savings Balance for 7966380955913694: 2597107.15
Current Savings Balance for 7966380955913694: 2595311.44
Current Savings Balance for 1093278990669429: 1487765.40
Current Savings Balance for 7966380955913694: 2595485.48
Current Savings Balance for 3491588839892013: 3576455.96
Current Savings Balance for 0793710490620664: 4318302.03
Current Savings Balance for 1093278990669429: 1492300.21
Current Savings Balance for 7966380955913694: 2593745.85
Current Savings Balance for 2076962079974167: 3787768.65
Current Savings Balance for 3491588839892013: 3576816.50
Current Savings Balance for 4659001911688512: 1019326.22
Current Savings Balance for 0793710490620664: 4316428.13
Current Savings Balance for 8255171551994747: 2906818.97
Current Savings Balance for 9980216556183046: 2289053.47
Current Savings Balance for 6847226299857821: 1144957.26
Current Savings Balance for 1093278990669429: 1491014.19
Current Savings Balance for 7966380955913694: 2593117.69
Current Savings Balance for 8028716243309826: 1768615.82
Current Savings Balance for 2076962079974167: 3787261.19
Current Savings Balance for 3491588839892013: 3574857.61
Current Savings Balance for 6847226299857821: 1145619.78
Current Savings Balance for 8028716243309826: 1768615.82
Current Savings Balance for 2076962079974167: 3788519.40
Current Savings Balance for 1093278990669429: 1487097.92
Current Savings Balance for 1093278990669429: 1485856.34
Current Savings Balance for 0793710490620664: 4312761.83
Current Savings Balance for 1093278990669429: 1487945.42
Current Savings Balance for 4659001911688512: 1018415.14
Current Savings Balance for 1093278990669429: 1485590.46
Current Savings Balance for 2076962079974167: 3790934.88
Current Savings Balance for 7966380955913694: 2586911.60
Current Savings Balance for 1093278990669429: 1487046.69
Current Savings Balance for 6847226299857821: 1157476.24
Current Savings Balance for 1093278990669429: 1489276.11
Current Savings Balance for 9980216556183046: 2285466.65
Current Savings Balance for 8255171551994747: 2899528.95
Current Savings Balance for 0793710490620664: 4308048.42
Current Savings Balance for 0793710490620664: 4309215.40
Current Savings Balance for 8028716243309826: 1770731.49
Current Savings Balance for 9980216556183046: 2283097.03
Current Savings Balance for 4659001911688512: 1019586.60
Current Savings Balance for 1093278990669429: 1486084.17
Current Savings Balance for 2076962079974167: 3792869.18
Current Savings Balance for 8028716243309826: 1770218.62
Current Savings Balance for 2076962079974167: 3791246.23
Current Savings Balance for 0793710490620664: 4306714.50
Current Savings Balance for 7966380955913694: 2592269.88
Current Savings Balance for 8255171551994747: 2902020.94
Current Savings Balance for 9980216556183046: 2284876.28
Current Savings Balance for 7966380955913694: 2593769.18
Current Savings Balance for 0793710490620664: 4302065.46
Current Savings Balance for 4659001911688512: 1020470.90
Current Savings Balance for 8028716243309826: 1770561.97
Current Savings Balance for 9980216556183046: 2288758.41
Current Savings Balance for 3491588839892013: 3562025.93
Current Savings Balance for 1093278990669429: 1485517.27
Current Savings Balance for 8028716243309826: 1770235.94
Current Savings Balance for 0793710490620664: 4301500.42
Current Savings Balance for 1093278990669429: 1485517.27
Current Savings Balance for 6847226299857821: 1162541.32
Current Savings Balance for 4659001911688512: 1025231.10
Current Savings Balance for 7966380955913694: 2592219.21
Current Savings Balance for 0793710490620664: 4296592.46
Current Savings Balance for 8028716243309826: 1770235.94
Current Savings Balance for 2076962079974167: 3787225.44
Current Savings Balance for 7966380955913694: 2594607.75
Current Savings Balance for 3491588839892013: 3560803.04
Current Savings Balance for 8255171551994747: 2908486.75
Current Savings Balance for 4659001911688512: 1025095.44
Current Savings Balance for 8255171551994747: 2907088.51
Current Savings Balance for 9980216556183046: 2284733.41
Current Savings Balance for 8255171551994747: 2907088.51
Current Savings Balance for 7966380955913694: 2596594.05
Current Savings Balance for 8255171551994747: 2907605.82
Current Savings Balance for 0793710490620664: 4303685.84
Current Savings Balance for 8028716243309826: 1772911.95
Current Savings Balance for 1093278990669429: 1485699.57
Current Savings Balance for 3491588839892013: 3564290.67
Current Savings Balance for 0793710490620664: 4303055.36
Current Savings Balance for 4659001911688512: 1023142.90
Current Savings Balance for 0793710490620664: 4303921.80
Current Savings Balance for 9980216556183046: 2286810.29
Current Savings Balance for 8028716243309826: 1776005.61
